Business Name,Zip Code,License Number,License Type,City
DL ROLLINGS LLC,633412810,166043,DOMW,DEFIANCE
DMJKDV ENTERPRISES INC.,633763093,235513,MICB,ST. PETERS
DOGFISH HEAD CRAFT BREWERY LLC,199681308,244169,22S,MILTON
DOGMASTER DISTILLERY LLC,652014954,220445,LMS,COLUMBIA
DOMAINE DEMARIA SOTER LLC,971110000,148291,22S,CARLTON
"DOMAINE M.B., LLC",954720000,228394,22S,SEBASTOPOL
DOMAINE SELECT WINE & SPIRITS LLC,100167418,235769,LS,NEW YORK
DOMAINE SERENE VINEYARDS & WINERY INC.,971147227,226063,22S,DAYTON
DON SEBASTIANI & SONS INT'L WINE NEGOCIA,94558,244010,LS,NAPA
DONATI FAMILY VINEYARD INC.,934658798,206200,22S,TEMPLETON
DONELAN FAMILY WINE CELLARS LLC,954037417,191421,22S,SANTA ROSA
DOUBLE DIAMOND DISTILLERY LLC,804240000,199720,LS,BRECKENRIDGE
DOUBLE DOWN SPIRITS LLC,917617762,224311,LS,ONTARIO
DOUBLE SHIFT BREWING COMPANY LLC,64108,248437,LMS,KANSAS CITY
DOYNA LIMITED,07036,160434,LS,LINDEN
DOZORTSEV & SONS ENTERPRISES LTD.,112321138,159332,LS,BROOKLYN
DREYER WINE LLC,940623607,113711,22S,WOODSIDE
DREYFUS ASHBY INC.,100176705,37286,LS,NEW YORK
DRG IMPORTS LLC,232200000,239550,22S,RICHMOND
DRY CREEK VINEYARD INC.,954489713,140962,22S,HEALDSBURG
DRYTOWN CELLARS,956990155,192922,22S,DRYTOWN
DUCKHORN WINE COMPANY,94574,246707,22S,ST. HELENA
"DUDES' BREWING CO., LLC, THE",905011807,227656,LS,TORRANCE
DUGGANS DISTILLERS PRODUCTS CORPORATION,109131173,131366,LS,BLAUVELT
DUMOL WINERY LLC,954927759,247630,22S,WINDSOR
DUNHAM CELLARS LLC,993627400,208524,22S,WALLA WALLA
"DURAN IMPORTS, INC.",633851964,140787,22S,WENTZVILLE
DURSO HILLS WINERY LLC,636559162,158334,DOMW,MARQUAND
DUTTON GOLDFIELD WINERY LLC,954720000,177540,22S,SEBASTOPOL
"DUVEL MOORTGAT USA, LTD.",133261169,139280,22S,COOPERSTOWN
DV SPIRITS LLC,787047250,240302,LS,AUSTIN
E. & J. GALLO WINERY,953542760,13867,LS,MODESTO
EAGLE ESTATES IMPORTS LLC,337612805,236852,LS,CLEARWATER
EAGLE EYE IMPORTS - ILLINOIS LLC,483042374,211361,22S,BLOOMFIELD HILLS
EARTHBOUND BREWING LLC,631183036,227443,MICB,ST. LOUIS
EASE ENTERPRISES LLC,640632719,216113,22MS,LEE'S SUMMIT
EAUX DE VIE INC.,631042941,155864,MICB,ST. LOUIS
EAUX DE VIE INC.,631042941,176000,LMS,ST. LOUIS
EBERLE WINERY LTD.,934467302,50406,22S,PASO ROBLES
ECLIPSE ASSETS LLC,945150000,240010,22S,CALISTOGA
ECOSUR GROUP LLC,281479278,228398,22S,SALISBURY
EDG CLIF WINERY LLC,636640000,202849,DOMW,POTOSI
EDG-CLIF BREWERY LLC,636640000,227421,22MS,POTOSI
"EDRINGTON GROUP USA LLC, THE",100114347,236285,LS,NEW YORK
EIGHT BOTTLES LLC,949495763,223117,LS,NOVATO
EKEKO DISTRIBUTION INC.,770073038,230867,LS,HOUSTON
"EMERY, JEFFREY L.",950605880,235882,22S,SANTA CRUZ
"EMPAC INDUSTRIAL RESOURCES, INC.",630805205,225731,LS,SULLIVAN
EMPSON (USA) INC.,223143004,83731,LS,ALEXANDRIA
EMPYREAN BREWING CO.,685081331,205446,22S,LINCOLN
ENOS VINEYARDS INC.,954720000,208932,22S,SEBASTOPOL
ENOTEC IMPORTS INC.,802064339,238281,22S,DENVER
ENOVATION BRANDS INC.,331802804,242848,LS,AVENTURA
ERIC KENT WINE CELLARS LLC,954030000,231324,22S,SANTA ROSA
ERIK MILLER WINES INC.,954489714,242604,22S,HEALDSBURG
ESCALERA-BOULET LLC,934551534,153060,22S,SANTA MARIA
ESSER WINES LLC,954031088,241788,22S,SANTA ROSA
EU IMPORTS LLC,954769590,217967,22S,SONOMA
EVAKI INC.,934013810,151955,22S,SAN LUIS OBISPO
EVESHAM WOOD VINEYARD & WINERY LLC,973049703,200787,22S,SALEM
EXCELSIOR WINE COMPANY LLC,198011120,212024,22S,WILMINGTON
EXIT 6 PUB AND BREWERY LLC,633048034,201120,MICB,COTTLEVILLE
F & F FINE WINES INTERNATIONAL INC.,069020000,218466,22S,STAMFORD
F & R WINE IMPORTS LLC,631192945,247894,22S,WEBSTER GROVES
F.B. MCDONALD IMPORTS INC.,816112469,231749,22S,ASPEN
F.L. NAVARRO LIMITED,11201,246631,22S,BROOKLYN
"FABLEIST WINE COMPANY, THE",934460000,242199,22S,PASO ROBLES
FASEL SHENSTONE LLC,921266300,225752,22S,SAN DIEGO
FELIX SOLIS AVANTIS USA INC.,945587511,225530,22S,NAPA
FENCE STILE LLC,640245370,180255,22MS,EXCELSIOR SPRINGS
FERMENTED PROJECTS LLC,631430000,238764,MICB,MAPLEWOOD
FERRARI-CARANO VINEYARDS AND WINERY LLC,954489133,131096,22S,HEALDSBURG
FETZER VINEYARDS,954499813,201549,22S,HOPLAND
FIERI ENTERPRISES LLC,954484406,240881,22S,HEALDSBURG
FIERS BREWERIES LLC,612541990,240346,22S,GENESEO
FIFTH GENERATION INC.,787199769,171568,LS,AUSTIN
FINCH'S BEER COMPANY LLC,606304214,238834,22S,CHICAGO
FIRE TAIL BRANDS LLC,633671853,188127,LS,LAKE ST. LOUIS
FIREMAN'S BREW INC.,913041846,235318,22S,CANOGA PARK
FIRESTEED CORPORATION,981011313,88203,22S,SEATTLE
"FIRESTONE WALKER, LLC",934463993,235215,22S,PASO ROBLES
FISHER VINEYARDS,954049692,163439,22S,SANTA ROSA
FIVE GRAPES LLC,954763803,228050,22S,SONOMA
FIVE STAR BREWING COMPANY INC.,891131354,192486,22S,LAS VEGAS
FLATBRANCH BREWING INC.,652014230,78271,MICB,COLUMBIA
FLORA SPRINGS WINE COMPANY,945741611,78217,22S,ST HELENA
FLORIDA WINERY INC.,652832177,226973,22MS,FLORIDA
FN CELLARS LLC,945620000,240123,22S,OAKVILLE
FOLEY FAMILY WINES INC.,954765717,188186,LS,SONOMA
FOLIO WINE COMPANY LLC,945587577,209529,LS,NAPA
FORISTELL ENTERPRISES LLC,633905123,228076,22MS,WRIGHT CITY
"FORMAN, RICHARD",945749613,186802,22S,ST. HELENA
FORTH DRY CREEK ESTATE LLC,954480813,190047,22S,HEALDSBURG
"FOUNTAIN ON LOCUST INC., THE",631030000,234747,LMS,ST. LOUIS
FOUR HORSES & A DOG LLC,640248406,223309,DOMW,EXCELSIOR SPRINGS
"FOUR ROSES DISTILLERY, LLC",403429734,179769,LS,LAWRENCEBURG
"FRANCIS COPPOLA WINERY, LLC",954419325,168435,22S,GEYSERVILLE
FRANK FAMILY VINEYARDS LLC,945159675,172401,22S,CALISTOGA
FRANK-LIN DISTILLERS PRODUCTS LTD.,945339734,105629,LS,FAIRFIELD
FREDERICK WILDMAN & SONS LTD.,100224985,239314,LS,NEW YORK
"FREE STATE BREWING CO., INC.",660442236,186627,22S,LAWRENCE
FREELANCE WINES LLC,952405621,229269,22S,LODI
FREEMAN FAMILY WINERY LLC,954723031,198561,22S,SEBASTOPOL
FREIXENET U.S.A. INC.,954769285,123923,22S,SONOMA
FREY VINEYARDS LTD.,954706135,68293,22S,REDWOOD VALLEY
"FRIAS, MANUEL & MARIA",945159647,236821,22S,CALISTOGA
FRIENDSHIP BREWING COMPANY LLC,633851700,233586,MICB,WENTZVILLE
FRINGE BEERWORKS TAPROOM LLC,64063,243225,MICB,LEE'S SUMMIT
FRITZ CELLARS INC.,954259742,155142,22S,CLOVERDALE
FRONT ROW PROPERTY LLC,658062023,203419,MICB,SPRINGFIELD
"FRUIT OF THE VINES, INC.",111015960,180822,22S,LONG ISLAND CITY
FULL THROTTLE SLOON SHINE LLC,382591501,228401,LS,TRIMBLE
FUNKWERKS LLC,805242789,249626,22S,FORT COLLINS
FUSED WINES LP,945581100,201193,22S,NAPA
G.K. SKAGGS INC.,926187450,190594,22S,IRVINE
G.S.W.C. INC.,914061711,238640,LS,VAN NUYS
"GAMBRINUS COMPANY, THE",782323735,178896,22S,SAN ANTONIO
GANDONA INC.,945740000,229270,22S,ST. HELENA
GB ACQUISITION INC.,641062919,171250,MICB,KANSAS CITY
"GEORGETOWN TRADING CO., LLC",200061631,216211,LS,WASHINGTON
GF WINES LLC,954488355,201090,22S,HEALDSBURG
GFBC INC.,921214100,200050,22S,SAN DIEGO
GJS SALES INC.,532041549,247845,22S,MILWAUKEE
GLJR WINE LLC,94574,248290,22S,ST. HELENA
GLOBAL SPIRITS USA LLC,100054401,242732,LS,NEW YORK
GLOBAL UNIVERSAL SRL,535662036,227574,LS,MONROE
"GLOBAL VINEYARD, THE",947101459,131800,22S,BERKELEY
GO AMERICA GO LLC,057700000,236916,LS,SHOREHAM
GO WINE LLC,331427725,247629,22S,MIAMI
GOLDEN GLASS WINE LLC,853084739,242069,LS,GLENDALE
GOLDEN ROCK WINERY LLC,650202649,196453,22MS,CAMDENTON
GOLDRIDGEPINOT.COM LLC,954726470,214892,22S,SEBASTOPOL
GOLDSCHMIDT VINEYARDS LLC,954483820,152096,22S,HEALDSBURG
GOOD NEWS BREWING COMPANY LLC,63366,245665,MICB,O'FALLON
GOOD SPIRITS DISTILLING LLC,660625404,228714,LS,OLATHE
GOODWOOD BREWING COMPANY LLC,402020000,241789,22S,LOUISVILLE
GOOSE RIDGE LLC,993208568,177705,22S,BENTON CITY
"GORDON BROTHERS CELLARS, INC.",993019711,186887,22S,PASCO
GOTHIC WINE LLC,945151410,227536,22S,CALISTOGA
GRAND PRIX BEVERAGE LLC,631113653,208805,LS,ST. LOUIS
GRAND TETON VODKA INC.,834224862,243513,LS,DRIGGS
GRANITE CITY RESTAURANT OPERATIONS INC.,641531842,180432,MICB,KANSAS CITY
GRANITE CITY RESTAURANT OPERATIONS INC.,631417108,182688,MICB,CREVE COEUR
"GRAPES OF HELD WINERY & VINEYARD, LLC",639390239,193585,DOMW,FAIRDEALING
GRAPES OF SPAIN INC.,220791522,179928,22S,LORTON
GRATON SPIRITS COMPANY LLC,95444,249115,LS,GRATON
"GRAZIANO, GREGORY",954709695,224078,22S,REDWOOD VALLEY
GREAT AMERICAN WINERIES INC.,93940,249114,LS,MONTEREY
GREAT DIVIDE BREWING COMPANY,802052512,163809,22S,DENVER
GREAT DOMAINS & ESTATES LLC,954929554,217415,22S,WINDSOR
GREEN ROOM BURGERS & BEER LLC,641113010,210058,MICB,KANSAS CITY
GREER BREWING COMPANY LLC,63011,244881,MICB,ELLISVILLE
GRGICH HILLS CELLAR,945730450,49258,22S,RUTHERFORD
GRIESEDIECK BROTHERS BREWERY CORP.,631471840,230438,LS,ST. LOUIS
GRIMM'S TREE BREWING LLC,630551712,240733,MICB,LABADIE
GRINDERS HIGH NOON LLC,660482821,243872,22S,LEAVENWORTH
GRINDSTONE VALLEY WINERY LLC,644740000,229051,22MS,OSBORN
"GROSS, ROBERT J.",970077871,206648,22S,BEAVERTON
GROTH VINEYARDS & WINERY LLC,945620390,115472,22S,OAKVILLE
"GTBC, LLC",834555500,181404,22S,VICTOR
GUARACHI WINE PARTNERS INC.,913641224,100554,22S,WOODLAND HILLS
GUARDIAN WINERY LLC,945587574,204902,22S,NAPA
HAAS BROTHERS INC.,941295268,240301,LS,SAN FRANCISCO
HAHN ESTATE,939600000,239576,22S,SOLEDAD
"HAHN, WILLIAM F.",636019399,160685,DOMW,PARK HILLS
HALBY MARKETING INC.,954420000,113339,LS,GLEN ELLEN
HALCYON SYNDICATE LTD. LLC,94133,246400,LS,SAN FRANCISCO
HALL WINES LLC,945742200,145075,22S,ST. HELENA
HAMMLER WINE CORP.,939249372,238006,22S,CARMEL VALLEY
HANATORO WINERY LLC,97401,244360,22S,EUGENE
HAND PICKED SELECTIONS INC.,201864349,103669,22S,WARRENTON
HARBINGER LLC,641080000,242924,MICB,KANSAS CITY
"HARRIS, RENNICK & MARILYN",945620323,167887,22S,OAKVILLE
HAWAII SEA SPIRITS LLC,967900000,240344,LS,KULA
HDD LLC,954480000,231519,22S,HEALDSBURG
HEARTLAND BEVERAGE LTD.,641451526,43371,LS,KANSAS CITY
HEAVEN HILL DISTILLERIES INC.,400042229,13887,LS,BARDSTOWN
HEAVY RIFF BREWING COMPANY LLC,631393305,239352,MICB,ST. LOUIS
HEINEKEN USA INC.,106011841,83038,22S,WHITE PLAINS
HEINRICHSHAUS INC.,655598495,120088,DOMW,ST JAMES
HEITZ WINE CELLARS,945749537,67015,22S,ST HELENA
HEMINGWAY RUM COMPANY LLC,334834574,239776,LS,DELRAY BEACH
HEMMAN WINERY LLC,63737,246057,22MS,BRAZEAU
HENDRY PREMIUM IMPORTS INC.,600143552,178620,22S,CRYSTAL LAKE
"HENDRY, GEORGE O.",945589706,212179,22S,NAPA
HENRIOT INC,100114637,186141,22S,NEW YORK
HERITAGE ROAD VINTNERS LLC,945587516,233932,22S,NAPA
HERITAGE WINE CELLARS LTD.,607143306,202141,LS,NILES
HERMANNHOF INC.,650411116,184834,22MS,HERMANN
HERMANNHOF INC.,650411138,213640,22MS,HERMANN
HESS COLLECTION WINERY,945589708,67069,22S,NAPA
HIDALGO IMPORTS LLC,33166,248032,22S,MIAMI
HIGH HEEL BREWING LLC,63124,246710,22S,LADUE
HIGH LIFE SALES COMPANY,641451526,232114,LS,KANSAS CITY
HIGH PLAINS INC.,660026106,155143,LS,ATCHISON
"HIGHLANDS RESTAURANT & BREWING CO., LLC",631224025,205882,22MS,KIRKWOOD
NEW AGE IMPORTS LLC,070442913,223118,22S,VERONA
HILL FOOD SERVICE LLC,631352716,189829,MICB,FERGUSON
HIRSCH WINERY LLC,954219659,180216,22S,CAZADERO
HOFF FARMS INC.,66061,245173,22S,OLATHE
HOME BREW MART INC.,921212405,235712,22S,SAN DIEGO
HONEYWOOD INC.,973022521,184678,LS,SALEM
"HOOD RIVER DISTILLERS, INC.",970311177,138807,LS,HOOD RIVER
"HOOPES, SPENCER W.",945620000,238889,22S,OAKVILLE
"HOOVER VINTNERS, LLC.",650412300,191282,22MS,HERMANN
HOPE WINE LLC,945586221,212487,22S,NAPA
HOPEWELL VIEWS HUNTING CLUB INC.,623703308,207186,22S,ROCKPORT
HORST VINEYARDS LLC,655480000,184835,DOMW,MOUNTAIN VIEW
HOURGLASS WINE COMPANY INC.,945159649,219180,22S,CALISTOGA
"HOUSE OF BURGUNDY INC., THE",100192901,216819,LS,NEW YORK
HUMMINGBIRD VINEYARD & WINERY LLC,65265,244181,DOMW,MEXICO
HUNEEUS VINTNERS LLC,945730505,162454,22S,RUTHERFORD
HUNGRY HOLLOW BREWING COMPANY LLC,656258355,245624,22MS,CASSVILLE
HUNTER VALLEY WINERY LLC,637017801,195404,22MS,CAPE GIRARDEAU
HUTSON IMPORTS LLC,63042,249434,22S,HAZELWOOD
IDEAL WINE & SPIRITS COMPANY INC.,021556903,142927,22S,MEDFORD
IDEALINE MARKETING AND PRODUCTS INC.,641163502,236384,MICB,NORTH KANSAS CITY
ILLYRIAN IMPORT INC.,483061527,248285,LS,ROCHESTER
IMBUE WINE CELLARS LLC,971285035,201555,22S,MCMINNVILLE
IMPERIAL BRANDS INC.,334102848,165803,LS,PALM BEACH GARDENS
INDIAN HILLS VINES & WINES LLC,639608007,175436,DOMW,PUXICO
INDIAN PEAKS BREWING CO.,805015809,172001,22S,LONGMONT
INDIAN SPRINGS BREWING COMPANY LLC,64850,246662,22MS,NEOSHO
INDIAN SPRINGS BREWING COMPANY LLC,64850,246664,22MS,NEOSHO
INDIGENOUS SELECTIONS LLC,333061905,175171,22S,FORT LAUDERDALE
INDIGO WINE GROUP LLC,342852317,169750,22S,VENICE
"INFINITE MONKEY THEOREM, THE",802050000,236136,22S,DENVER
INFINIUM SPIRITS INC.,926562654,242177,LS,ALISO VIEJO
INNOVINO INTERNATIONAL INC.,33321,246706,22S,TAMARAC
INTEGRITY WINES LLC,100188757,236576,22S,NEW YORK
INTERACTIONS AND TRANSACTIONS INC.,945580000,238990,LS,NAPA
INTERNATIONAL CELLARS LLC,22182,248989,22S,VIENNA
INTERNATIONAL DISTILLERS & VINTERS LTD.,982036030,246986,LS,EVERETT
INTERSECT BEVERAGE LLC,917410000,236686,LS,GLENDORA
INTERTRADE USA COMPANY,600893621,184993,LS,BUFFALO GROVE
INVOER EKKE LLC,109680000,236692,22S,PIERMONT
IONIA ATLANTIC IMPORTS LLC,631442815,176479,22S,ST LOUIS
IRON HORSE VINEYARDS,954722137,147770,22S,SEBASTOPOL
J & D WINES INC.,902483124,247627,LS,GARDENA
J. LOHR WINERY CORPORATION,951262739,40974,22S,SAN JOSE
J. PEDRONCELLI WINERY,954419638,163212,22S,GEYSERVILLE
JACK CREEK CELLARS INC.,934659713,230869,22S,TEMPLETON
JACK POUST & COMPANY INC.,101700499,205162,22S,NEW YORK
JACKSON FAMILY ENTERPRISES INC.,954031069,199573,22S,SANTA ROSA
"JACKSON STREET BREW CO., LLC",637750000,239653,MICB,PERRYVILLE
JACOB LEINENKUGEL BREWING COMPANY LLC,547291318,203085,22S,CHIPPEWA FALLS
JACOB RIEGER & COMPANY LLC,641201501,224167,LMS,KANSAS CITY
JACOB'S VINEYARD LLC,635017956,229091,22MS,KIRKSVILLE
JACUZZI FAMILY VINEYARDS LLC,954762814,169746,22S,SONOMA
JAM CELLARS INC.,954769739,244414,22S,SONOMA
JANDELL SELECTIONS LTD.,106013554,206651,LS,WHITE PLAINS
JARVIS,945589615,211123,22S,NAPA
JAX VINEYARDS LLC,941071812,191420,22S,SAN FRANCISCO
JC CELLARS INC.,95403,176399,22S,SANTA ROSA
JC-ARANDAS INC.,640298642,176604,LS,GRAIN VALLEY
JEAN CLAUDE BOISSET WINES USA INC.,945741645,219435,LS,ST. HELENA
JEM BEVERAGE COMPANY LLC,762584189,244077,LS,PILOT POINT
JFC INTERNATIONAL INC.,601335477,121476,22S,HANOVER PARK
JIM BEAM BRANDS CO.,606541103,225198,LS,CHICAGO
JINRO AMERICA INC.,900103910,240523,LS,LOS ANGELES
JOHN ANTHONY VINEYARDS LLC,945587584,244416,22S,NAPA
JOMADA IMPORTS LLC,600476713,185885,LS,LAKE ZURICH
JOSEPH PHELPS VINEYARDS LLC,945749544,166421,22S,ST. HELENA
JOSEPH VICTORI WINES INC.,117433317,111759,22S,HUNTINGTON
JOURNEYMAN DISTILLERY LLC,491281064,211799,LS,THREE OAKS
JOWLER CREEK WINERY INC.,640799335,167457,22MS,PLATTE CITY
JUSTIN VINEYARDS & WINERY LLC,934469792,197210,22S,PASO ROBLES
JVW CORPORATION,954489003,174317,22S,HEALDSBURG
KALONA BREWERY COMPANY,522470816,234437,22S,KALONA
KAMEN WINES LLC,954762802,177539,22S,SONOMA
KANSAS CITY BIER COMPANY LLC,641140000,216191,22MS,KANSAS CITY
KANSAS CITY CIDER COMPANY LLC,64501,248080,DOMW,ST. JOSEPH
KANSAS TERRITORY BREWING CO.,669681908,239882,22S,WASHINGTON
KATY BREWING COMPANY,63376,244147,MICB,ST. PETERS
KB WINES LLC,954720000,231747,22S,SEBASTOPOL
KC WINEWORKS LLC,641081817,236027,DOMW,KANSAS CITY
"KC WINEWORKS, LLC",635523526,225126,DOMW,MACON
"KEESAMAN, KASEY C. & CHRISTINA D.",644309045,218007,MICB,OSBORN
"KEESAMAN, REBECCA A.",644740000,201485,DOMW,OSBORN
KELTOI VINEYARD LLC,648559129,153428,DOMW,ORONOGO
KENTUCKY BOURBON DISTILLERS LTD.,400042200,199104,LS,BARDSTOWN
KERMIT LYNCH WINE MERCHANT,947021317,66956,22S,BERKELEY
KERWIN ESTATE LLC,945150000,238513,22S,CALISTOGA
KINDRED DISTILLED SPIRITS LLC,934466309,226064,LS,PASO ROBLES
KING DAVID'S WINERY LLC,639019691,236473,DOMW,POPLAR BLUFF
KING ESTATE WINERY LIMITED PARTNERSHIP,974059715,118009,22S,EUGENE
"KINGERY, HOLLY J.",639390000,148029,DOMW,FAIRDEALING
KINSELLA ESTATES WINERY LLC,954480000,230354,22S,HEALDSBURG
KISMET WINE INC.,95476,243063,22S,SONOMA
KITFOX VINEYARDS LLC,954729782,200051,22S,SEBASTOPOL
KLEIN FOODS INC.,954489523,49912,22S,HEALDSBURG
KLINKER BRICK WINERY INC.,952409331,235883,22S,LODI
KOBRAND CORPORATION,105772100,13897,LS,PURCHASE
KOENIG DISTILLERY INC.,836079578,236045,LS,CALDWELL
KOVAL INC.,606405386,193332,LS,CHICAGO
KRA-ZE LLC,063701126,244203,LS,OAKDALE
KRUTZ FAMILY CELLARS LLC,954030000,200092,22S,SANTA ROSA
KUENZEL VALLEY WINERY LLC,630682335,203421,DOMW,NEW HAVEN
KYSELA PERE ET FILS LTD.,226024566,173306,LS,WINCHESTER
"L. FOPPIANO WINE CO., INC.",954489241,203083,22S,HEALDSBURG
LA GRANJA WINERY INC.,934460000,229630,22S,PASO ROBLES
LABATT USA OPERATING CO LLC,142022214,246636,22S,BUFFALO
LABELLA WINERY LLC,640978100,196513,DOMW,WELLINGTON
LACHANCE VINEYARDS LLC,630204779,223374,DOMW,DE SOTO
LADOGA RIDGE VINEYARD & WINERY LLC,640898739,197179,22MS,SMITHVILLE
LADY HILL LLC,97137,242730,22S,ST. PAUL
"LAETITIA VINEYARD & WINERY, INC.",934209701,129671,22S,ARROYO GRANDE
"LAGUNITAS BREWING COMPANY, THE",949541113,235216,22S,PETALUMA
LAIRD & COMPANY,077249724,57959,LS,SCOBEYVILLE
LAIRD FAMILY ESTATE LLC,945581326,184824,22S,NAPA
LAKE CREEK WINERY LLC,63357,243314,22MS,MARTHASVILLE
LAKE HILL WINERY INC.,623213415,241504,22S,CARTHAGE
"LAKESIDE WINERY, INC.",652513440,201267,DOMW,FULTON
"LAMBS AND VINES WINERY, INC.",657460000,217506,DOMW,SEYMOUR
LANGDON SHIVERICK INC.,900142067,176087,22S,LOS ANGELES
LANGE WINERY LLC,971159771,235269,22S,DUNDEE
LAPHAM SALES AND MARKETING INC.,331695821,234699,LS,MIAMI
LASZLO CORPORATION,633047119,188634,22MS,ST. PETERS
LATITUDE BEVERAGE COMPANY,105061256,242432,22S,BEDFORD
"LAURENT-PERRIER US, INC.",111011636,110242,22S,LONG ISLAND CITY
"LAZY MAGNOLIA BREWING CO., LLC",395568000,220604,22S,KILN
LCF WINE COMPANY LLC,952209187,223990,22S,ACAMPO
LE GRAND COURTAGE LLC,900244971,221236,22S,LOS ANGELES
LE RAISIN IMPORTS LLC,752052733,236284,22S,DALLAS
LEAKY ROOF MEADERY LLC,656224500,219829,22MS,BUFFALO
